index_id,category,auction_id,date,location,original_currency,total_sale,nooflots,lot,title,descr,measures,min_estimated,max_estimated,realized
376,Antiquities,19738,21 April 2021,New York,USD,5905698,100,55,AN ATTIC BLACK-FIGURED EYE-CUP,"ATTRIBUTED TO THE GROUP OF THE COURTING CUPS, CIRCA 520 B.C.","8 3/8 in. (21.2 cm.) diameter, excluding handles",13300,19950,58187
377,Antiquities,19738,21 April 2021,New York,USD,5905698,100,56,AN ATTIC BLACK-FIGURED NECK-AMPHORA,CIRCA 500 B.C.,11 5/8 in. (29.5 cm.) high,10640,15960,69825
378,Antiquities,19738,21 April 2021,New York,USD,5905698,100,57,AN ATTIC BLACK-FIGURED LIP-CUP,CIRCA 530-520 B.C.,"8 ½ in. (21.5 cm.) diameter, excluding handles",39900,66500,39900
379,Antiquities,19738,21 April 2021,New York,USD,5905698,100,58,A CYPRIOT LIMESTONE MALE VOTARY,"ARCHAIC PERIOD, CIRCA LATE 6TH CENTURY B.C.",26 3/8 in. (66.9 cm.) high,26600,39900,58187
380,Antiquities,19738,21 April 2021,New York,USD,5905698,100,59,AN ATTIC BLACK-FIGURED COLUMN-KRATER,"ATTRIBUTED TO THE RYCROFT PAINTER, CIRCA 510 B.C.",15 ¼ in. (38.7 cm.) high,53200,79800,74812
381,Antiquities,19738,21 April 2021,New York,USD,5905698,100,60,A GREEK CARNELIAN SCARAB WITH A RUNNING YOUTH,"ATTRIBUTED TO THE SLIM SATYR GROUP, ARCHAIC PERIOD, CIRCA 530 B.C.",5/8 in. (1.5 cm.) long,332500,465500,332500
382,Antiquities,19738,21 April 2021,New York,USD,5905698,100,61,AN ATTIC BLACK-FIGURED TREFOIL OINOCHOE,CIRCA EARLY 5TH CENTURY B.C.,8 5/8 in. (21.9 cm.) high,9310,11970,39900
383,Antiquities,19738,21 April 2021,New York,USD,5905698,100,62,AN ATTIC BLACK-FIGURED NECK-AMPHORA,CIRCA 510-500 B.C.,9 7/8 in. (25 cm.) high,15960,23940,31587
384,Antiquities,19738,21 April 2021,New York,USD,5905698,100,63,AN ATTIC BLACK-FIGURED LEKYTHOS,"ATTRIBUTED TO THE THESEUS PAINTER, CIRCA 500 B.C.",12 in. (30.4 cm.) high,10640,15960,31587
385,Antiquities,19738,21 April 2021,New York,USD,5905698,100,64,AN ATTIC BLACK-FIGURED CUP-SKYPHOS,CIRCA EARLY 5TH CENTURY B.C.,"5 7/8 in. (14.9 cm.) diameter, excluding handles",9310,11970,7481
386,Antiquities,19738,21 April 2021,New York,USD,5905698,100,65,AN ATTIC WHITE-GROUND BLACK-FIGURED EYE-CUP,"MANNER OF THE PITTSBURGH PAINTER, CIRCA 525-500 B.C.","8 5/8 in. (21.9 cm.) diameter, excluding handles",26600,39900,46550
387,Antiquities,19738,21 April 2021,New York,USD,5905698,100,66,AN ATTIC WHITE-GROUND BLACK-FIGURED LEKYTHOS,"ATTRIBUTED TO THE SAPPHO PAINTER, CIRCA 500-490 B.C.",3 5/8 in. (9.2 cm.) high,10640,15960,24937
388,Antiquities,19738,21 April 2021,New York,USD,5905698,100,67,AN ATTIC RED-FIGURED KYLIX,"MANNER OF THE EPELEIOS PAINTER, CIRCA 510 B.C.","10 ½ in. (26.6 cm.) diameter, excluding handles",6650,9310,13300
389,Antiquities,19738,21 April 2021,New York,USD,5905698,100,68,AN ATTIC RED-FIGURED COLUMN-KRATER,"ATTRIBUTED TO THE HARROW PAINTER, CIRCA 480-470 B.C.",12 in. (30.8 cm.) high,10640,15960,15793
390,Antiquities,19738,21 April 2021,New York,USD,5905698,100,70,AN ATTIC RED-FIGURED LIDDED PYXIS,"ATTRIBUTED TO THE WORKSHOP OF THE PENTHESILEA PAINTER, CIRCA 450 B.C.",5 ½ in. (13.9 cm.) high,5320,7980,5320
391,Antiquities,19738,21 April 2021,New York,USD,5905698,100,71,AN ATTIC OUTLINE WHITE-GROUND LEKYTHOS,CIRCA 450 B.C.,10 7/8 in. (27.6 cm.) high,13300,19950,16625
392,Antiquities,19738,21 April 2021,New York,USD,5905698,100,72,A GREEK BRONZE HELMET OF PSEUDO-CORINTHIAN TYPE,"MAGNA GRAECIA, CLASSICAL PERIOD, CIRCA 5TH CENTURY B.C.",6 7/8 in. (17.5 cm.) high,13300,19950,53200
393,Antiquities,19738,21 April 2021,New York,USD,5905698,100,73,A GREEK MARBLE MALE HEAD,"LATE CLASSICAL TO EARLY HELLENISTIC PERIOD, CIRCA LATE 4TH-EARLY 3RD CENTURY",5 7/8 in. (14.9 cm.) high,33250,46550,33250
394,Antiquities,19738,21 April 2021,New York,USD,5905698,100,75,AN ATTIC RED-FIGURED KYLIX,"WORKSHOP OF THE JENA PAINTER, CIRCA EARLY 4TH CENTURY B.C.","9 ¾ in. (23.7 cm.) diameter, excluding handles",13300,19950,16625
395,Antiquities,19738,21 April 2021,New York,USD,5905698,100,76,A LUCANIAN RED-FIGURED BELL-KRATER,"ATTRIBUTED TO THE CREUSA PAINTER, CIRCA 400 B.C.",13 7/8 in. (35.2 cm.) high,33250,46550,36575
396,Antiquities,19738,21 April 2021,New York,USD,5905698,100,78,AN APULIAN RED-FIGURED BELL-KRATER,CIRCA EARLY 4TH CENTURY B.C.,9 ¾ in. (24.8 cm.) high,7980,10640,9975
397,Antiquities,19738,21 April 2021,New York,USD,5905698,100,79,A PAESTAN RED-FIGURED LEKANIS,CIRCA 350 B.C.,"9 3/8 in. (23.8 cm.) diameter, excluding handles",13300,19950,33250
398,Antiquities,19738,21 April 2021,New York,USD,5905698,100,82,AN APULIAN GNATHIAN-WARE OINOCHOE,CIRCA 330-300 B.C.,12 ½ in. (31.7 cm.) high,7980,10640,36575
399,Antiquities,19738,21 April 2021,New York,USD,5905698,100,83,A GREEK TERRACOTTA FEMALE FIGURE,"HELLENISTIC PERIOD, CIRCA 3RD CENTURY B.C.",7 ¾ in. (19.7 cm.) high,9310,11970,14962
400,Antiquities,19738,21 April 2021,New York,USD,5905698,100,84,A GREEK TERRACOTTA FEMALE FIGURE,"CANOSA, HELLENISTIC PERIOD, CIRCA 3RD CENTURY B.C.",9 5/8 in. (24.5 cm.) high,9310,11970,9975
401,Antiquities,19738,21 April 2021,New York,USD,5905698,100,85,A GREEK MARBLE HEAD OF A BOY,"LATE HELLENISTIC PERIOD, CIRCA 2ND-1ST CENTURY B.C.",8 ½ in. (21.5 cm.) high,26600,39900,26600
402,Antiquities,19738,21 April 2021,New York,USD,5905698,100,86,A GREEK MARBLE APHRODITE,"LATE HELLENISTIC PERIOD, CIRCA 2ND-1ST CENTURY B.C.",21 ¼ in. (53.9 cm.) high,79800,106400,91437
403,Antiquities,19738,21 April 2021,New York,USD,5905698,100,88,AN ETRUSCAN POTTERY OLPE,CIRCA LATE 7TH CENTURY B.C.,13 in. (33 cm.) high,15960,23940,21612
404,Antiquities,19738,21 April 2021,New York,USD,5905698,100,89,AN ETRUSCAN GOLD AND BANDED AGATE SCARAB FINGER RING,CIRCA 4TH CENTURY B.C.,1 1/8 in. (2.8 cm.) long,10640,15960,28262
405,Antiquities,19738,21 April 2021,New York,USD,5905698,100,90,AN ETRUSCAN BRONZE HERCLE,CIRCA 3RD CENTURY B.C.,8 1/8 in. (20.6 cm.) high,9310,11970,7980
406,Antiquities,19738,21 April 2021,New York,USD,5905698,100,91,A ROMAN MARBLE HERM WITH BACCHUS,CIRCA 1ST CENTURY A.D.,32 ¼ in. (81.9 cm.) high,26600,39900,133000
407,Antiquities,19738,21 April 2021,New York,USD,5905698,100,93,A ROMAN BRONZE JUPITER,CIRCA 1ST CENTURY A.D.,4 3/8 in. (11.1 cm.) high,5320,7980,2992
408,Antiquities,19738,21 April 2021,New York,USD,5905698,100,94,A ROMAN MARBLE FEMALE BUST,"JULIO-CLAUDIAN PERIOD, CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.",11 ½ in. (29.2 cm.) high,26600,39900,26600
409,Antiquities,19738,21 April 2021,New York,USD,5905698,100,95,A ROMAN BRONZE ASCLEPIUS,CIRCA 1ST CENTURY A.D.,4 in (10.1 cm.) high,13300,19950,14962
410,Antiquities,19738,21 April 2021,New York,USD,5905698,100,97,A ROMAN MARBLE PORTRAIT HEAD OF A MAN,"FLAVIAN PERIOD, CIRCA LATE 1ST CENTURY A.D.",18 ½ in. (47 cm.) high,266000,399000,266000
411,Antiquities,19738,21 April 2021,New York,USD,5905698,100,98,A ROMAN MARBLE RIGHT HAND,CIRCA 1ST-2ND CENTURY A.D.,5 ½ in. (13.9 cm.) high,6650,9310,28262
412,Antiquities,19738,21 April 2021,New York,USD,5905698,100,101,A ROMAN MARBLE JANIFORM HERM HEAD,CIRCA 1ST-2ND CENTURY A.D.,8 ¼ in. (20.9 cm.) high,66500,106400,133000
413,Antiquities,19738,21 April 2021,New York,USD,5905698,100,103,A ROMAN BRONZE DIOSCUROS,CIRCA 2ND CENTURY A.D.,5 ¼ in. (13.3 cm.) high,19950,26600,24937
414,Antiquities,19738,21 April 2021,New York,USD,5905698,100,105,A ROMAN MARBLE PORTRAIT OF THE ORATOR LYSIAS,CIRCA 1ST-2ND CENTURY A.D.,16 9/16 in. (42 cm.) high,133000,199500,133000
415,Antiquities,19738,21 April 2021,New York,USD,5905698,100,106,A ROMAN MARBLE HEAD OF A BULL,CIRCA 1ST-2ND CENTURY A.D.,8 7/8 in. (22.5 cm.) high,53200,79800,133000
416,Antiquities,19738,21 April 2021,New York,USD,5905698,100,107,A ROMAN MARBLE HEAD OF A SATYR,CIRCA 2ND CENTURY A.D.,10 1/8 in. (25.7 cm.) high,106400,159600,133000
417,Antiquities,19738,21 April 2021,New York,USD,5905698,100,108,A ROMAN GIALLO ANTICO HERM HEAD OF HERCULES,CIRCA 2ND CENTURY A.D.,6 5/8 in. (16.8 cm.) high,15960,23940,16625
418,Antiquities,19738,21 April 2021,New York,USD,5905698,100,110,A ROMAN MARBLE PORTRAIT BUST OF A MAN,"HADRIANIC PERIOD, CIRCA EARLY 2ND CENTURY A.D.",33 ¼ in. (82 cm.) high,106400,159600,116375
419,Antiquities,19738,21 April 2021,New York,USD,5905698,100,111,A ROMAN MARBLE PORTRAIT BUST OF A MAN,CIRCA EARLY 2ND CENTURY A.D.,24 3/8 in. (61.9 cm.) high,133000,199500,166250
420,Antiquities,19738,21 April 2021,New York,USD,5905698,100,114,A ROMAN BRONZE VENUS,CIRCA 2ND CENTURY A.D.,8 ½ in. (21.5 cm.) high,19950,26600,19950
421,Antiquities,19738,21 April 2021,New York,USD,5905698,100,116,A ROMAN BRONZE VENUS,CIRCA 1ST-2ND CENTURY A.D.,5 7/8 in. (14.9 cm.) high,13300,19950,13300
422,Antiquities,19738,21 April 2021,New York,USD,5905698,100,117,A ROMAN MARBLE SARCOPHAGUS FRAGMENT,CIRCA MID 2ND CENTURY A.D.,23 in. (58.4 cm.) high,53200,79800,53200
423,Antiquities,19738,21 April 2021,New York,USD,5905698,100,118,A ROMAN GOLD AND YELLOW JASPER INTAGLIO PENDANT WITH BACCHUS ON A LION,CIRCA 2ND CENTURY A.D.,1 1/8 in. (2.8 cm.) long,10640,15960,24937
424,Antiquities,19738,21 April 2021,New York,USD,5905698,100,119,A ROMAN GOLD AND CARNELIAN NECKLACE,CIRCA 2ND-3RD CENTURY A.D.,15 ¼ in. (38.7 cm.) long,6650,9310,7980
425,Antiquities,19738,21 April 2021,New York,USD,5905698,100,120,"A ROMAN BRONZE, GLASS AND ENAMEL PYXIS",CIRCA 3RD CENTURY A.D.,1 7/8 in. (4.7 cm.) high,15960,23940,16625
426,Antiquities,19738,21 April 2021,New York,USD,5905698,100,122,A ROMAN MARBLE MOSAIC FLOOR,CIRCA 4TH-5TH CENTURY A.D.,122 in. x 146½ in. (312 cm. x 372 cm.),199500,332500,249375
427,Antiquities,18864,16 December 2020,London,GBP,4337125,55,4,AN EGYPTIAN WHITE FAIENCE TILE WITH A REKHYT BIRD,"NEW KINGDOM, 19TH-20TH DYNASTY, CIRCA 1292-1069 B.C.",3 5/8 X 4 in. (9.2 x 10.2 cm.),7000,9000,8750
428,Antiquities,18864,16 December 2020,London,GBP,4337125,55,5,AN EGYPTIAN POLYCHROME WOOD FIGURE OF AN OFFICIAL,"MIDDLE KINGDOM, EARLY 12TH DYNASTY, CIRCA 1981-1802 B.C.",12 3/8 in. (31.5 cm.) high,30000,50000,35000
429,Antiquities,18864,16 December 2020,London,GBP,4337125,55,6,AN EGYPTIAN PAINTED CARTONNAGE MUMMY MASK,"NEW KINGDOM, 19TH DYNASTY, CIRCA 1292-1185 B.C.",8 ½ in. (21.5 cm.) high,15000,20000,18750
430,Antiquities,18864,16 December 2020,London,GBP,4337125,55,7,AN EGYPTIAN TURQUOISE FAIENCE FLASK,"NEW KINGDOM, 18TH DYNASTY, CIRCA 1550-1292 B.C.",5 in. (12.8 cm.) high,15000,25000,4375
431,Antiquities,18864,16 December 2020,London,GBP,4337125,55,11,AN EGYPTIAN BRONZE CAT,"PTOLEMAIC PERIOD, CIRCA 332-30 B.C.",6 5/16 in. (16 cm.) high,15000,25000,27500
432,Antiquities,18864,16 December 2020,London,GBP,4337125,55,13,AN EGYPTIAN BRONZE OSIRIS-PTAH,"LATE PERIOD, 26TH DYNASTY, REIGN OF PSAMTIK I, 664-610 B.C.",8 ¼ in. (21 cm.) high,80000,120000,387500
433,Antiquities,18864,16 December 2020,London,GBP,4337125,55,15,A CYPRIOT LIMESTONE HEAD OF A MALE VOTARY,"ARCHAIC PERIOD, CIRCA LATE 6TH CENTURY B.C.",7 5/16 in. (18.6 cm.) high,40000,60000,50000
434,Antiquities,18864,16 December 2020,London,GBP,4337125,55,16,A CYPRIOT POTTERY ANTHROPOMORPHIC JUG,"CYPRO-ARCHAIC I-II, CIRCA 600-480 B.C.",10 ¾ in. (27.3 cm.) high,6000,8000,21250
435,Antiquities,18864,16 December 2020,London,GBP,4337125,55,17,A CYPRIOT BICHROME POTTERY JUG,"ARCHAIC PERIOD, CIRCA LATE 6TH-EARLY 5TH CENTURY B.C.",14 1/8 in. (36.1 cm.) high,6000,8000,12500
436,Antiquities,18864,16 December 2020,London,GBP,4337125,55,18,A CYPRIOT BICHROME POTTERY JUG,"ARCHAIC PERIOD, CIRCA LATE 6TH-EARLY 5TH CENTURY B.C.",15 7/8 in. (40.1 cm.) high,5000,7000,10000
437,Antiquities,18864,16 December 2020,London,GBP,4337125,55,19,A CYPRIOT LIMESTONE HEAD OF HERAKLES,"CLASSICAL PERIOD, CIRCA EARLY 5TH CENTURY B.C.",4 ½ in. (11.5 cm.) high,5000,7000,6875
438,Antiquities,18864,16 December 2020,London,GBP,4337125,55,20,A CYPRIOT LIMESTONE HEAD OF A MALE VOTARY,"CLASSICAL PERIOD, CIRCA MID-5TH CENTURY B.C.",10 ½ in. (26.8 cm.) high,10000,15000,11250
439,Antiquities,18864,16 December 2020,London,GBP,4337125,55,21,A CYPRIOT LIMESTONE HEAD OF A MALE VOTARY,"ARCHAIC PERIOD, CIRCA LATE 6TH-EARLY 5TH CENTURY B.C.",4 ½ in. (11.5 cm.) high,4000,6000,5250
440,Antiquities,18864,16 December 2020,London,GBP,4337125,55,22,A CYPRIOT LIMESTONE HEAD OF A FEMALE VOTARY,"ARCHAIC PERIOD, CIRCA LATE 6TH-EARLY 5TH CENTURY B.C.",5 ¼ in. (13.5 cm.) high,4000,6000,5250
441,Antiquities,18864,16 December 2020,London,GBP,4337125,55,24,A CYPRIOT LIMESTONE VOTIVE BUST OF A WOMAN,"CLASSICAL PERIOD, CIRCA 4TH CENTURY B.C.",17 3/8 in. (44.2 cm.) high,20000,30000,22500
442,Antiquities,18864,16 December 2020,London,GBP,4337125,55,26,A GREEK BRONZE VOTIVE BULL,"CLASSICAL PERIOD, CIRCA EARLY 5TH CENTURY B.C.",4 in. (10 cm.) long,40000,60000,68750
443,Antiquities,18864,16 December 2020,London,GBP,4337125,55,27,AN ATTIC BLACK-FIGURED BAND-CUP,"SIGNED BY TALEIDES AS POTTER, CIRCA 550-540 B.C.",8 7/8 in. (22.6 cm.) diam. excl. handles,10000,15000,37500
444,Antiquities,18864,16 December 2020,London,GBP,4337125,55,28,AN ATTIC RED-FIGURED KYLIX,"ATTRIBUTED TO THE ANCONA PAINTER, CIRCA 470-460 B.C.",15 ½ in. (39.5 cm.) diam. incl. handles,10000,15000,17500
445,Antiquities,18864,16 December 2020,London,GBP,4337125,55,29,AN ATTIC BLACK-FIGURED AMPHORA,"MANNER OF THE ANTIMENES PAINTER, CIRCA 530-520 B.C.",15 ¾ in. (40 cm.) high,40000,60000,68750
446,Antiquities,18864,16 December 2020,London,GBP,4337125,55,31,AN ETRUSCAN BRONZE MIRROR,CIRCA 4TH-3RD CENTURY B.C.,8 11/16 in. (22.1 cm.) high,6000,8000,7500
447,Antiquities,18864,16 December 2020,London,GBP,4337125,55,32,AN APULIAN RED-FIGURED PELIKE,CIRCA LATE 4TH CENTURY B.C.,12 ¾ in. (32.5 cm.) high,8000,12000,16250
448,Antiquities,18864,16 December 2020,London,GBP,4337125,55,33,A GREEK BLACK-GLAZED BOAR ASKOS,"SOUTH ITALY, CIRCA 320-290 B.C.",6 ¼ in. (16 cm.) long,2500,3500,4375
449,Antiquities,18864,16 December 2020,London,GBP,4337125,55,34,AN APULIAN RED-FIGURED LOUTROPHOROS,"ATTRIBUTED TO THE GROUP OF RUVO 423, CIRCA SECOND HALF OF THE 4TH CENTURY B.C.",37 ½ in. (95.1 cm.) high,70000,100000,312500
450,Antiquities,18864,16 December 2020,London,GBP,4337125,55,38,AN ILLYRIAN BRONZE HELMET,"ARCHAIC PERIOD, CIRCA 6TH CENTURY B.C.",10 ½ in. (26.5 cm.) high,20000,30000,68750
451,Antiquities,18864,16 December 2020,London,GBP,4337125,55,41,A GREEK MARBLE HEAD OF APHRODITE,"HELLENISTIC PERIOD, CIRCA 2ND CENTURY B.C.",6 in. (15.2 cm.) high,10000,15000,25000
452,Antiquities,18864,16 December 2020,London,GBP,4337125,55,42,A GREEK MARBLE GODDESS,"HELLENISTIC PERIOD, CIRCA 3RD CENTURY B.C.",13 13/16 in. (35.1 cm.) high,10000,15000,12500
453,Antiquities,18864,16 December 2020,London,GBP,4337125,55,43,A GREEK MARBLE FIGURE OF A DANCING MAENAD,"ROMAN PERIOD, CIRCA 1ST CENTURY B.C./A.D.",22 ¼ in. (56.5 cm.) high,50000,70000,156250
454,Antiquities,18864,16 December 2020,London,GBP,4337125,55,44,A ROMAN BRONZE HYPNOS,CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.,11 7/8 in. (30.2 cm.) high,15000,20000,32500
455,Antiquities,18864,16 December 2020,London,GBP,4337125,55,46,A ROMAN BRONZE MASK OF A COMIC ACTOR,CIRCA 1ST CENTURY A.D.,5 5/8 in. (14.3 cm.) high,80000,120000,218750
456,Antiquities,18864,16 December 2020,London,GBP,4337125,55,47,A ROMAN MARBLE TORSO OF HERCULES,CIRCA 1ST-2ND CENTURY A.D.,9 ¼ in. (23.5 cm.) high,15000,20000,38750
457,Antiquities,18864,16 December 2020,London,GBP,4337125,55,49,A GALLO-ROMAN BLUE-GREEN BLOWN GLASS CINERARY URN,CIRCA 1ST-2ND CENTURY A.D.,10 ¾ in. (27.5 cm.) high,20000,30000,52500
458,Antiquities,18864,16 December 2020,London,GBP,4337125,55,50,A ROMAN MARBLE TERMINAL FIGURE OF DIONYSUS,CIRCA 2ND CENTURY A.D.,59 ½ in. (151 cm.) high,700000,1000000,862500
459,Antiquities,18864,16 December 2020,London,GBP,4337125,55,51,A ROMAN MARBLE HEAD OF VENUS,CIRCA 2ND-3RD CENTURY A.D.,10 3/8 in. (26.4 cm.) high,20000,30000,62500
460,Antiquities,18864,16 December 2020,London,GBP,4337125,55,52,A ROMAN MARBLE HEAD OF A GODDESS,CIRCA 1ST CENTURY A.D.,10 13/16 in. (27.5 cm.) high,15000,20000,43750
461,Antiquities,18864,16 December 2020,London,GBP,4337125,55,54,A ROMAN MARBLE VENUS,CIRCA 1ST-2ND CENTURY A.D.,50 in. (127 cm.) high,250000,350000,550000
462,Antiquities,18864,16 December 2020,London,GBP,4337125,55,55,A ROMAN BRONZE COW,CIRCA 1ST CENTURY B.C.,10 1/8 in. (25.5 cm.) long,10000,15000,37500
463,Antiquities,18864,16 December 2020,London,GBP,4337125,55,56,A ROMAN BRONZE HORSE,CIRCA 2ND CENTURY A.D.,6 ¾ in. (17.2 cm) long,7000,9000,27500
464,Antiquities,18864,16 December 2020,London,GBP,4337125,55,57,A ROMAN BRONZE DRAPED LEFT ARM,CIRCA 3RD CENTURY A.D.,13 1/8 in. (33.5 cm.) long,20000,30000,30000
465,Antiquities,18864,16 December 2020,London,GBP,4337125,55,58,A ROMAN BRONZE VENUS ANADYOMENE,CIRCA 2ND CENTURY A.D.,6 1/8 in. (15.5 cm.) high,4000,6000,1875
466,Antiquities,18864,16 December 2020,London,GBP,4337125,55,59,A MONUMENTAL ROMAN GREY MARBLE HEAD OF MINERVA,CIRCA LATE 2ND CENTURY A.D.,25 ½ in. (65 cm.) high,500000,800000,622500
467,Antiquities,18864,16 December 2020,London,GBP,4337125,55,60,A ROMAN MARBLE SARCOPHAGUS FRAGMENT,CIRCA 1ST-2ND CENTURY A.D.,14 5/8 in. (37.2 cm.) high,8000,12000,16250
468,Antiquities,18864,16 December 2020,London,GBP,4337125,55,62,A ROMAN ALABASTER HEAD OF SERAPIS,CIRCA 1ST-2ND CENTURY A.D.,3 7/8 in. (9.7 cm.) high,5000,7000,7500
469,Antiquities,18864,16 December 2020,London,GBP,4337125,55,63,A ROMAN MARBLE TORSO OF A YOUTH,CIRCA 1ST CENTURY A.D.,20 ½ in. (52 cm.) high,20000,30000,75000
470,Antiquities,18864,16 December 2020,London,GBP,4337125,55,64,A GREEK GOLD DIADEM,CIRCA FIRST HALF OF THE 4TH CENTURY B.C.,13 ¾ in. (35 cm.) long,80000,120000,100000
471,Antiquities,18864,16 December 2020,London,GBP,4337125,55,66,A ROMAN GOLD SNAKE RING,CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.,3.4 in. (2 cm) wide max.,3000,5000,10625
472,Antiquities,18864,16 December 2020,London,GBP,4337125,55,68,A MINOAN BANDED AGATE LENTOID,"LATE MINOAN II-III, CIRCA 1430-1330 B.C.",¾ in. (2 cm.) wide,2500,3500,8125
473,Antiquities,18864,16 December 2020,London,GBP,4337125,55,70,A ROMAN ROCK CRYSTAL RINGSTONE WITH A PYGMY CARRYING A CICADA,CIRCA 1ST CENTURY B.C.,¾ in. (2 cm.) high,7000,9000,28750
474,Antiquities,18864,16 December 2020,London,GBP,4337125,55,74,A BYZANTINE GOLD AND NIELLO RING,CIRCA 6TH-7TH CENTURY A.D.,Bezel: 11 mm. wide. Ring size: M,6000,8000,15000
475,Antiquities,18864,16 December 2020,London,GBP,4337125,55,75,"A BYZANTINE GOLD, NIELLO AND GARNET CROSS",CIRCA 6TH-7TH CENTURY A.D.,1 ½ in. (4 cm.) high,10000,15000,10000
476,Antiquities,18864,16 December 2020,London,GBP,4337125,55,76,A BYZANTINE GOLD AND NIELLO RING,CIRCA 6TH-7TH CENTURY A.D.,Bezel: 12 mm. wide. Ring size: T,3000,5000,8750
477,Antiquities,18864,16 December 2020,London,GBP,4337125,55,77,AN EARLY BYZANTINE MARBLE RELIEF FRAGMENT,CIRCA 4TH-5TH CENTURY A.D.,17 in. (43 cm.) high,8000,12000,21250
478,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,1,"CHRISTIAN DANIEL RAUCH (AROLSEN 1777-1857 DRESDEN), CIRCA 1835-1839",BUST OF LUISE ENGEL AS FLORA,21 ½ x 12 x 6 in. (54.6 x 30.5 x 15.2 cm.),39900,66500,266000
479,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,2,A LOUIS XV AUBUSSON PILE CARPET,MID-18TH CENTURY,Approximately 18 ft. 9 in. x 13 ft. 5 in. (572 cm. x 409 cm.),79800,133000,108062
480,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,4,A CHINESE EXPORT REVERSE PAINTED MIRROR PICTURE IN GEORGE II GILT CARTON PIERRE...,CIRCA 1760,"65.5 in. (166.4 cm.) high, 35 ¼ in. (89.5 cm.) wide",133000,266000,266000
481,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,5,A PAIR OF CHINESE 'SOLDIER' VASES AND COVERS,EARLY QIANLONG PERIOD (1736-95),"50 in. (127 cm.) high, each",133000,199500,266000
482,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,7,A LOUIS XV ORMOLU-MOUNTED JAPANESE BLACK AND GILT-LACQUER AND VERNIS-DECORATED...,"BY JACQUES DUBOIS, CIRCA 1750","6 in. (15.5 cm.) high, 11 ½ in. (29 cm.) wide, 9 ½ in. (24 cm.) deep",66500,106400,74812
483,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,8,A MAGNIFICENT IMPERIAL CARVED ZITAN 'DRAGON' THRONE,LATE QING DYNASTY,"44 in. (111.8 cm.) high, 56 ¾ in. (144.2 cm.) wide, 34 in. (86.3 cm.) deep",399000,665000,2194500
484,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,9,A CARVED ZITAN CORNER-LEG TABLE,LATE QING DYNASTY,"33 in. (83.8 cm.) high, 62 ¼ in. (158.6 cm.) wide, 25 ½ in. (64.7 cm.) deep",266000,399000,2034900
485,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,11,A ROYAL GEORGE II SILVER PRESENATION CHARGER,"MARK OF JOHN EDWARDS II, LONDON, 1729",19 7/8 in. (50.5 cm.) diameter,39900,66500,36575
486,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,13,A QUEEN ANNE SILVER WINE CISTERN,"MARK OF EDMUND PEARCE, LONDON, 1712",23 ¾in. (60.2cm.) wide,133000,199500,116375
487,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,14,"A PAIR OF GEORGE III GILT-BRONZE MOUNTED MAHOGANY, EBONIZED AND EBONY COMMODES","ATTRIBUTED TO WILLIAM VILE AND JOHN COBB, CIRCA 1760","32 ¾ in. (83.2 cm.) high, 48 in. (122 cm.) wide, 22 ¾ in. (57.8 cm.) deep",199500,332500,399000
488,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,17,A PAIR OF LOUIS XV ORMOLU-MOUNTED CHINESE CELADON VASES WITH COVERS,"THE PORCELAIN EARLY QIANLONG PERIOD (1736-95) CIRCA 1740, THE MOUNTS CIRCA 1745","13in. (34.5cm.) high, 12in. (31.5cm.) wide",266000,532000,399000
489,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,18,"A ROYAL LATE LOUIS XV ORMOLU-MOUNTED TULIPWOOD, AMARANTH AND MARQUETRY COMMODE",DELIVERED BY THE FOURNISSEUR DU GARDE-MEUBLE GILLES JOUBERT AND SUB-CONTRACTED,"34 in. (86.5 cm.) high, 44 ½ in. (113 cm.) wide, 22 in. (56 cm.) deep",133000,199500,133000
490,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,19,A LARGE PAIR OF CHINESE FAMILLE ROSE JARS AND COVERS,YONGZHENG PERIOD (1723-1735),"26 ½ in. (67.3 cm.) high, each",133000,199500,216125
491,The Exceptional Sale,19032,14 October 2020,New York,USD,23526702,22,20,AN IMPORTANT AND IMPERIAL PALACE CARPET,"PROBABLY NINGXIA, LATE MING DYNASTY, FIRST HALF 17TH CENTURY",32 ft. 5 in. x 23 ft. 5 in. (988.1 x 713.7 cm),1064000,1596000,2274300
